Orpha	Orpha|Syndrome|Prevalence|Inheritance|Age of onset|OMIM
75326	75326|Retinal arterial tortuosity|<1 / 1 000 000|Autosomal dominant<br>or&nbsp;Not applicable|Childhood|180000
75327	75327|North Carolina macular dystrophy|<1 / 1 000 000|Autosomal dominant|Childhood|136550
75373	75373|Progressive bifocal chorioretinal atrophy|<1 / 1 000 000|Autosomal dominant|Neonatal<br>Infancy|600790
75374	75374|Bradyopsia|<1 / 1 000 000|Autosomal recessive|Childhood|608415
75376	75376|Familial drusen|Unknown|Autosomal dominant|Adult|126600 126700
75377	75377|Central areolar choroidal dystrophy|1-9 / 100 000|Autosomal dominant|Adult|215500 613105 613144
75378	75378|Oligocone trichromacy|<1 / 1 000 000|Autosomal dominant<br>or&nbsp;Autosomal recessive|Adolescent<br>Infancy<br>Childhood<br>Adult|
75381	75381|Cystoid macular dystrophy|<1 / 1 000 000|Autosomal dominant|Childhood|153880
75382	75382|Oguchi disease|Unknown|Autosomal recessive|Infancy<br>Neonatal|258100 613411
75389	75389|Brain malformation-congenital heart disease-postaxial polydactyly syndrome|<1 / 1 000 000|Unknown|Infancy<br>Neonatal|
75391	75391|Primary immunodeficiency with natural-killer cell deficiency and adrenal insufficiency|<1 / 1 000 000|Autosomal recessive|Childhood|609981
75392	75392|Ehlers-Danlos syndrome, periodontitis type|Unknown|Autosomal dominant|Childhood|130080 617174
754	754|Androgen insensitivity syndrome|Unknown|X-linked recessive|Neonatal<br>Antenatal|
75496	75496|Ehlers-Danlos syndrome, progeroid type|<1 / 1 000 000|Autosomal recessive|Childhood<br>Infancy|130070 615349
75497	75497|X-linked Ehlers-Danlos syndrome|<1 / 1 000 000|X-linked recessive|Adolescent|305200
755	755|Leydig cell hypoplasia|-|-|-|238320
75501	75501|Ehlers-Danlos syndrome, fibronectinemic type|<1 / 1 000 000|Autosomal recessive|Adolescent<br>Adult|225310
75508	75508|Angioosteohypotrophic syndrome|Unknown|Unknown|Childhood|
75563	75563|X-linked sideroblastic anemia|Unknown|X-linked recessive|All ages|300751
75564	75564|Acquired idiopathic sideroblastic anemia|1-9 / 100 000|Not applicable|Adult|
75565	75565|Tropical endomyocardial fibrosis|Unknown|Not applicable|Childhood<br>Adolescent<br>Adult|
75566	75566|Loeffler endocarditis|Unknown|-|Adolescent<br>Childhood<br>Adult|
75567	75567|Primary progressive freezing gait|Unknown|Unknown|Adult|
756	756|Pseudohypoaldosteronism type 1|<1 / 1 000 000|Autosomal dominant<br>or&nbsp;Autosomal recessive<br>or&nbsp;Not applicable|Infancy<br>Neonatal|177735 264350
757	757|Pseudohypoaldosteronism type 2|Unknown|Autosomal dominant<br>or&nbsp;Autosomal recessive|All ages|145260 614491 614492 614495 614496
758	758|Pseudoxanthoma elasticum|1-9 / 100 000|Autosomal recessive|All ages|177850 264800
75840	75840|Congenital muscular dystrophy, Ullrich type|1-9 / 1 000 000|Autosomal dominant<br>or&nbsp;Autosomal recessive|Infancy<br>Neonatal|254090 616470
75858	75858|MORM syndrome|Unknown|Autosomal recessive|-|610156
759	759|Central precocious puberty|Unknown|Not applicable<br>or&nbsp;Autosomal dominant|Infancy<br>Childhood|176400 615346
76	76|Strongyloidiasis|Unknown|Not applicable|All ages|
760	760|Purine nucleoside phosphorylase deficiency|Unknown|Autosomal recessive|Infancy<br>Childhood|613179
761	761|Immunoglobulin A vasculitis|1-9 / 100 000|Not applicable|Childhood|
763	763|Pycnodysostosis|1-9 / 1 000 000|Autosomal recessive|All ages|265800
764	764|Pyomyositis|Unknown|Not applicable|All ages|
765	765|Pyruvate dehydrogenase deficiency|<1 / 1 000 000|Autosomal recessive<br>or&nbsp;X-linked dominant<br>or&nbsp;Not applicable|Childhood<br>Infancy<br>Neonatal|245348 245349 246900 312170 608782 614111
766	766|Hemolytic anemia due to red cell pyruvate kinase deficiency|1-9 / 100 000|Autosomal recessive|Infancy<br>Neonatal|266200
767	767|Polyarteritis nodosa|1-9 / 100 000|Not applicable|All ages|
768	768|Familial long QT syndrome|Unknown|Autosomal dominant<br>or&nbsp;Autosomal recessive|Childhood|192500 220400 600919 601005 603830 611818 611819 611820 612347 612955 613485 613688 613693 613695 616247 616249
769	769|Rabson-Mendenhall syndrome|Unknown|Autosomal recessive|Infancy<br>Neonatal|262190
77	77|Aniridia|1-9 / 100 000|-|Infancy<br>Neonatal|
770	770|Rabies|1-9 / 1 000 000|Not applicable|All ages|
772	772|Infantile Refsum disease|Unknown|Autosomal recessive|All ages|202370 266510 601539 614863 614867 614871 614873 614877 614885 614920
77240	77240|Primary lymphedema|1-5 / 10 000|Autosomal dominant<br>or&nbsp;Autosomal recessive|All ages|
77243	77243|Lipedema|1-9 / 100 000|-|-|614103
77258	77258|Trichorhinophalangeal syndrome type 1 and 3|Unknown|Autosomal dominant|Infancy<br>Neonatal|190350 190351
77259	77259|Gaucher disease type 1|1-9 / 100 000|Autosomal recessive|All ages|230800
77260	77260|Gaucher disease type 2|<1 / 1 000 000|Autosomal recessive|Infancy|230900
77261	77261|Gaucher disease type 3|<1 / 1 000 000|Autosomal recessive|All ages|231000
77292	77292|Niemann-Pick disease type A|<1 / 1 000 000|Autosomal recessive|Infancy<br>Neonatal|257200
77293	77293|Niemann-Pick disease type B|1-9 / 1 000 000|Autosomal recessive|Childhood|607616
77295	77295|Odontoleukodystrophy|<1 / 1 000 000|Autosomal recessive|Childhood|607694
77296	77296|Morgagni-Stewart-Morel syndrome|Unknown|Autosomal dominant<br>or&nbsp;X-linked recessive|Adult|144800
77297	77297|Majeed syndrome|<1 / 1 000 000|Autosomal recessive|Infancy|609628
77298	77298|Anophthalmia/microphthalmia-esophageal atresia syndrome|<1 / 1 000 000|Autosomal dominant<br>or&nbsp;Not applicable|Infancy<br>Neonatal|206900
77299	77299|Microphthalmia-brain atrophy syndrome|<1 / 1 000 000|Autosomal recessive|Neonatal|611222
773	773|Refsum disease|1-9 / 1 000 000|Autosomal recessive|Childhood<br>Adolescent<br>Adult<br>Infancy|266500 614879
77300	77300|Auricular abnormalities-cleft lip with or without cleft palate-ocular abnormalities syndrome|<1 / 1 000 000|Unknown|Infancy<br>Neonatal|
77301	77301|Monosomy 9q22.3|<1 / 1 000 000|Not applicable<br>or&nbsp;Unknown|Infancy<br>Neonatal|
77304	77304|-|<1 / 1 000 000|Unknown|Adult|
774	774|Hereditary hemorrhagic telangiectasia|1-5 / 10 000|Autosomal dominant|Childhood|187300 600376 601101 610655 615506
775	775|-|-|X-linked recessive|-|
776	776|X-linked intellectual disability with marfanoid habitus|Unknown|X-linked recessive|Infancy<br>Neonatal|300676 309520
777	777|X-linked non-syndromic intellectual disability|Unknown|X-linked recessive|Childhood|300046 300047 300062 300114 300115 300143 300210 300271 300324 300355 300372 300387 300419 300428 300433 300436 300454 300498 300504 300505 300518 300558 300705 300716 300802 300803 300844 300848 300849 300850 300851 300852 300919 300928 300978 300983 300984 309530 309549
778	778|Rett syndrome|1-9 / 100 000|X-linked dominant|Infancy<br>Neonatal|312750
77828	77828|Genetic obesity|-|-|-|
77830	77830|Rare genetic odontologic disease|-|-|-|
779	779|Reynolds syndrome|Unknown|Not applicable|Adult|613471
78	78|Ankylostomiasis|Unknown|Not applicable|All ages|
780	780|Rhabdomyosarcoma|Unknown|Multigenic/multifactorial|Childhood|268210 268220
781	781|Q fever|Unknown|Not applicable|All ages|
782	782|Axenfeld-Rieger syndrome|1-9 / 1 000 000|Autosomal dominant|Infancy<br>Neonatal|180500 601499 602482
783	783|Rubinstein-Taybi syndrome|1-9 / 100 000|Autosomal dominant<br>or&nbsp;Unknown|All ages|180849 610543 613684
785	785|Estrogen resistance syndrome|-|Autosomal recessive|-|615363
786	786|Glucocorticoid resistance|Unknown|Autosomal dominant<br>or&nbsp;Autosomal recessive<br>or&nbsp;Not applicable|All ages|615962
788	788|Hereditary resistance to anti-vitamin K|-|-|-|
79	79|Congenital alpha2-antiplasmin deficiency|<1 / 1 000 000|Autosomal recessive|Childhood|262850
790	790|Retinoblastoma|Unknown|Autosomal dominant<br>or&nbsp;Not applicable|Infancy<br>Childhood<br>Antenatal|180200
79022	79022|Simpson-Golabi-Behmel syndrome type 2|<1 / 1 000 000|X-linked recessive|Infancy<br>Neonatal|300209
79062	79062|Disorder of amino acid and other organic acid metabolism|-|-|-|
79076	79076|Juvenile polyposis of infancy|<1 / 1 000 000|Autosomal dominant<br>or&nbsp;Not applicable|Infancy<br>Neonatal|612242
79078	79078|IgG4-related dacryoadenitis and sialadenitis|Unknown|Not applicable|All ages|
79083	79083|PPARG-related familial partial lipodystrophy|<1 / 1 000 000|Autosomal dominant|Adult|604367
79084	79084|Familial partial lipodystrophy, K̦bberling type|<1 / 1 000 000|Autosomal dominant|Childhood|608600
79085	79085|AKT2-related familial partial lipodystrophy|<1 / 1 000 000|Autosomal dominant|Adult|
79086	79086|Acquired generalized lipodystrophy|1-9 / 100 000|Not applicable|All ages|
79087	79087|Acquired partial lipodystrophy|1-9 / 100 000|Not applicable|Childhood|608709
79088	79088|Localized lipodystrophy|Unknown|Unknown|All ages|
79091	79091|Hereditary inclusion body myopathy-joint contractures-ophthalmoplegia syndrome|<1 / 1 000 000|Autosomal dominant|Infancy<br>Neonatal|605637
79093	79093|Foix-Alajouanine syndrome|Unknown|Not applicable|Adult|
79094	79094|Grange syndrome|<1 / 1 000 000|Autosomal dominant<br>or&nbsp;Autosomal recessive|Childhood|602531
79095	79095|Congenital bile acid synthesis defect type 4|<1 / 1 000 000|Autosomal recessive|All ages|214950 614307
79096	79096|Pyridoxal phosphate-responsive seizures|1-9 / 1 000 000|Autosomal recessive|Infancy<br>Neonatal|610090
79097	79097|Folinic acid-responsive seizures|Unknown|Unknown|Infancy<br>Neonatal|
79098	79098|Sympathetic ophthalmia|1-9 / 1 000 000|Not applicable|All ages|
79099	79099|Interstitial granulomatous dermatitis with arthritis|<1 / 1 000 000|Not applicable|Adult|
791	791|Retinitis pigmentosa|1-5 / 10 000|Autosomal dominant<br>or&nbsp;Autosomal recessive<br>or&nbsp;X-linked recessive<br>or&nbsp;Mitochondrial inheritance|Childhood<br>Adolescent<br>Adult|180100 180104 180105 180210 268000 268025 268060 300029 300155 300424 300605 312600 312612 400004 600059 600105 600132 600138 600852 601414 601718 602594 602772 604232 604393 606068 607921 608133 608380 609913 609923 610282 610359 610599 611131 612095 612165 612572 612712 612943 613194 613341 613428 613464 613575 613581 613582 613617 613660 613731 613750 613756 613758 613767 613769 613794 613801 613809 613810 613827 613861 613862 613983 614180 614181 614494 614500 615233 615434 615565 615725 615780 615922 616188 616394 616469 616544 616562 617023 617123
79100	79100|Atrophoderma vermiculata|Unknown|Unknown<br>or&nbsp;Autosomal recessive|Childhood|209700
79101	79101|Hyperprolinemia type 2|Unknown|Autosomal recessive|All ages|239510
79102	79102|Thyrotoxic periodic paralysis|<1 / 1 000 000|Multigenic/multifactorial<br>or&nbsp;Not applicable|Adult|188580 613239 614834
79105	79105|Myxofibrosarcoma|Unknown|Not applicable|Adult|
79106	79106|Eiken syndrome|<1 / 1 000 000|Autosomal recessive|Infancy<br>Neonatal|600002
79107	79107|Developmental malformations-deafness-dystonia syndrome|<1 / 1 000 000|Autosomal dominant|Adolescent|607371
79113	79113|Mandibulofacial dysostosis-microcephaly syndrome|<1 / 1 000 000|Autosomal dominant|Neonatal|610536
79118	79118|Neonatal diabetes-congenital hypothyroidism-congenital glaucoma-hepatic fibrosis-polycystic kidneys syndrome|<1 / 1 000 000|Autosomal recessive|Infancy<br>Neonatal|610199
79124	79124|Hepatic veno-occlusive disease-immunodeficiency syndrome|<1 / 1 000 000|Autosomal recessive|Infancy|235550
79126	79126|Acute interstitial pneumonia|1-9 / 100 000|Unknown|Adult|178500
79127	79127|Respiratory bronchiolitis-interstitial lung disease syndrome|Unknown|Not applicable|Adult|
79128	79128|Lymphoid interstitial pneumonia|Unknown|Not applicable|All ages|247610
79129	79129|Trichodysplasia-amelogenesis imperfecta syndrome|<1 / 1 000 000|X-linked recessive|Infancy<br>Neonatal|
79132	79132|Sparse hair-short stature-skin anomalies syndrome|<1 / 1 000 000|-|Infancy<br>Neonatal|
79133	79133|Focal facial dermal dysplasia type I|<1 / 1 000 000|Autosomal dominant|Neonatal<br>Antenatal|136500
79134	79134|DEND syndrome|<1 / 1 000 000|Not applicable<br>or&nbsp;Autosomal dominant<br>or&nbsp;Autosomal recessive|Infancy<br>Neonatal|606176
79135	79135|Episodic ataxia type 3|<1 / 1 000 000|Autosomal dominant|All ages|606554
79136	79136|Episodic ataxia type 4|<1 / 1 000 000|Autosomal dominant|Adult|606552
79137	79137|Generalized epilepsy-paroxysmal dyskinesia syndrome|Unknown|Autosomal dominant|Childhood|609446
79138	79138|Bickerstaff brainstem encephalitis|Unknown|Not applicable|All ages|
79139	79139|Japanese encephalitis|Unknown|Not applicable|All ages|
79140	79140|Cutaneous neuroendocrine carcinoma|1-9 / 100 000|Not applicable|Adult|
79141	79141|Hereditary painful callosities|<1 / 1 000 000|Autosomal dominant|No data available|114140
79142	79142|-|-|-|-|126900
79143	79143|Isolated congenital anonychia|<1 / 1 000 000|Autosomal dominant<br>or&nbsp;Autosomal recessive|-|107000 206800 614149
79144	79144|Isolated congenital onychodysplasia|-|-|-|605779
79145	79145|Dowling-Degos disease|Unknown|Autosomal dominant|Adolescent<br>Adult|179850 615327 615674 615696
79146	79146|Familial progressive hyperpigmentation|-|Autosomal dominant|Neonatal<br>Infancy|145250 614233
79147	79147|Familial reactive perforating collagenosis|<1 / 1 000 000|-|Childhood|216700
79148	79148|Elastosis perforans serpiginosa|-|-|-|130100
79149	79149|Dermochondrocorneal dystrophy|<1 / 1 000 000|-|Childhood|221800
79150	79150|Linear and whorled nevoid hypermelanosis|-|-|-|614323
79151	79151|Acrokeratosis verruciformis of Hopf|-|Autosomal dominant|Neonatal<br>Infancy<br>Adult|101900
79152	79152|Disseminated superficial actinic porokeratosis|Unknown|Autosomal dominant|Adult|175900 607728 612293 612353 614714 616063 616631
79153	79153|Idiopathic trachyonychia|Unknown|Autosomal dominant|Childhood|161050
79154	79154|2-aminoadipic 2-oxoadipic aciduria|<1 / 1 000 000|-|-|204750
79155	79155|Encephalopathy due to hydroxykynureninuria|<1 / 1 000 000|Autosomal recessive|Infancy<br>Neonatal|236800
79156	79156|Seizures-intellectual disability due to hydroxylysinuria syndrome|<1 / 1 000 000|Autosomal recessive|No data available|236900
79157	79157|2-methylbutyryl-CoA dehydrogenase deficiency|<1 / 1 000 000|Autosomal recessive|Infancy<br>Neonatal|610006
79158	79158|Cerebral organic aciduria|Unknown|-|-|
79159	79159|Isobutyryl-CoA dehydrogenase deficiency|Unknown|Autosomal recessive|Infancy<br>Neonatal|611283
79161	79161|Disorder of carbohydrate metabolism|-|-|-|
79163	79163|Classic organic aciduria|-|-|-|
79166	79166|Disorder of amino acid absorption and transport|-|-|-|
79167	79167|Disorder of urea cycle metabolism and ammonia detoxification|-|-|-|
79168	79168|Disorder of bile acid synthesis|1-9 / 1 000 000|-|All ages|
79169	79169|Disorder of neurotransmitter metabolism and transport|-|-|-|
79171	79171|Disorder of cobalamin metabolism and transport|-|-|-|
79172	79172|Creatine deficiency syndrome|Unknown|X-linked recessive<br>or&nbsp;Not applicable<br>or&nbsp;Autosomal recessive|Infancy<br>Childhood|
79173	79173|Disorder of methionine cycle and sulfur amino acid metabolism|-|-|-|
79174	79174|Disorder of fatty acid oxidation and ketone body metabolism|-|-|-|
79175	79175|Disorder of gamma-aminobutyric acid metabolism|-|-|-|
79177	79177|Gluconeogenesis disorder|-|-|-|
79178	79178|Glucose transport disorder|-|-|-|
79179	79179|Disorder of glycerol metabolism|-|-|-|
79181	79181|Disorder of histidine metabolism|-|-|-|
79183	79183|Disorder of ketolysis|-|-|-|
79185	79185|Disorder of ornithine or proline metabolism|-|-|-|
79186	79186|Disorder of pentose phosphate metabolism|-|-|-|
79187	79187|Disorder of peptide metabolism|-|-|-|
79188	79188|Peroxisomal beta-oxidation disorder|-|-|-|
79189	79189|Peroxisome biogenesis disorder|Unknown|Autosomal recessive|Infancy<br>Neonatal|
79190	79190|Disorder of phenylalanin or tyrosine metabolism|-|-|-|
79191	79191|Disorder of purine metabolism|-|-|-|
79192	79192|Disorder of pyridoxine metabolism|-|-|-|
79193	79193|Disorder of pyrimidine metabolism|-|-|-|
79194	79194|Disorder of serine or glycine metabolism|-|-|-|
79195	79195|Sterol biosynthesis disorder|-|-|-|
79196	79196|Disorder of the gamma-glutamyl cycle|-|Autosomal recessive|Neonatal<br>Infancy<br>Childhood|
79197	79197|Disorder of branched-chain amino acid metabolism|-|-|-|
792	792|X-linked retinoschisis|1-9 / 100 000|X-linked recessive|Childhood|312700
79200	79200|Disorder of energy metabolism|-|-|-|
79201	79201|Glycogen storage disease|-|-|-|
79204	79204|Lipid storage disease|-|-|-|
79207	79207|Disorder of lysosomal amino acid transport|-|-|-|
79211	79211|Combined hyperlipidemia|-|-|-|
79212	79212|Mucolipidosis|-|-|-|
79213	79213|Mucopolysaccharidosis|-|-|-|
79214	79214|Disorder of biogenic amine metabolism and transport|-|-|-|
79215	79215|Oligosaccharidosis|-|-|-|
79217	79217|Other metabolic disease with skin involvement|-|-|-|
79219	79219|Metabolic disease involving other neurotransmitter deficiency|-|-|-|
79224	79224|Disorder of purine or pyrimidine metabolism|-|-|-|
79225	79225|Sphingolipidosis|-|-|-|
79226	79226|Sterol metabolism disorder|-|-|-|
79230	79230|Hemochromatosis type 2|<1 / 1 000 000|Autosomal recessive|Childhood|602390 613313
79233	79233|Hypoxanthine guanine phosphoribosyltransferase partial deficiency|Unknown|X-linked recessive|All ages|300323
79234	79234|Crigler-Najjar syndrome type 1|Unknown|Autosomal recessive|Infancy<br>Neonatal|218800
79235	79235|Crigler-Najjar syndrome type 2|Unknown|Autosomal recessive|Childhood|606785
79237	79237|Galactokinase deficiency|Unknown|Autosomal recessive|Infancy<br>Neonatal|230200
79238	79238|Galactose epimerase deficiency|Unknown|Autosomal recessive|Infancy<br>Neonatal|230350
79239	79239|Classic galactosemia|Unknown|Autosomal recessive|Infancy<br>Neonatal|230400
79240	79240|Glycogen storage disease due to liver and muscle phosphorylase kinase deficiency|Unknown|Autosomal recessive|Childhood|261750
79241	79241|Biotinidase deficiency|1-9 / 100 000|Autosomal recessive|Infancy<br>Neonatal|253260
79242	79242|Holocarboxylase synthetase deficiency|Unknown|Autosomal recessive|Infancy<br>Neonatal|253270
79243	79243|Pyruvate dehydrogenase E1-alpha deficiency|Unknown|X-linked dominant|Infancy<br>Neonatal|312170
79244	79244|Pyruvate dehydrogenase E2 deficiency|Unknown|Autosomal recessive|Childhood|245348
79246	79246|Pyruvate dehydrogenase phosphatase deficiency|Unknown|Autosomal recessive|Infancy<br>Neonatal|608782
79253	79253|Mild phenylketonuria|Unknown|Autosomal recessive|Infancy<br>Neonatal|
79254	79254|Classic phenylketonuria|-|Autosomal recessive|Infancy<br>Neonatal|
